ID,Upvotes
366953,219.3218222919362
71864,170.4341192378589
141692,15.813136986841513
316833,53.34197603069153
440445,318.8037679042924
3514,-5.6924333736951525
331420,2.8699214614139024
406540,100.3773147513578
227379,59.711394313270944
331687,46.332550180466555
32784,16.123752475783164
470377,29.23917090788933
338103,12.543460273313933
29883,186.56615587192593
218228,64.96823345690068
70945,1631.082839803554
14328,6.293532516965264
259947,108.10076381771086
346378,523.38792877844
384621,-22.726963522071898
425418,20.22003479993606
131224,127.93264569984416
365408,-12.290494119881217
218626,16.77693684548622
331722,55.644737425320756
310969,18.40201142432494
307391,225.98958179779999
14072,300.50267643173606
238694,-5.327317265346252
213841,16.631400647917005
165258,124.04843529917511
123606,14.933669031179988
214062,14.099209126857303
279450,383.209603485655
178546,19.396093561138358
358455,6.918943973209807
386308,4.808820301427325
155592,8.92692821657301
200090,12.419832517258243
127308,16.245795956383887
449766,74.94579560710741
223688,1068.1558587092723
442443,-3.7890648705886605
451259,430.566622829907
87024,15.6969926389677
207529,193.31722367193345
196568,13.812738488249536
38258,272.0978138343333
387275,7.101744973962845
86152,17.073364006327353
302142,216.1857698118825
401268,521.8479441185409
307187,-7.562566209004196
252388,1.266472772953776
844,-29.459071849326588
105707,10.241978213068137
230309,465.44832051703037
362573,47.66723312131616
173751,102.65274831829393
349049,-4.394921885739443
310466,-10.412053385774655
205786,150.4239467013042
208358,37.529174273378786
440214,21.935782131868905
41343,2.5421711168882553
427741,218.9378045076345
355001,93.89710517527428
137708,15.712282190797737
146326,388.6780013151226
220889,-1.4821788326328829
205742,1690.0966319635174
28737,-0.07573161779455972
292474,-1.6278318683347592
349149,-21.573581591746734
46230,-30.304929742147916
303160,78.86357621405703
292638,159.26975263541723
210116,25.35623338503956
55900,-7.436410604776185
91135,5.864357090571929
452177,261.3329551974918
170628,2.745320275283376
237099,12.800554430901009
166022,-30.04852519508269
175687,48.559785805798924
392847,-39.64137189554662
454964,-1.1152809861357085
259259,0.6797751250833954
289148,215.2434070837308
311134,22.91135942028562
62551,768.4053671130696
336258,-32.102083557329706
468049,-3.3955686080012484
22189,46.738405340387175
264888,38.59926974043378
451615,200.44523961575374
85004,8.794219824774402
375246,88.66719958156503
60204,-4.6312394722956185
126097,-26.69859962913575
182425,4748.4996748120575
449937,81.12212579015903
442637,9801.891573857805
378184,66.6805625353409
357584,337.71041699670286
383054,0.5030660406158773
299871,8.544198010434215
152764,9.082360113627288
22064,-12.005923459986434
416791,-18.764200622431673
440686,110.83598635812217
44537,-13.433736486705548
80203,-14.643555811473618
81726,-18.79250889603515
440068,286.8969729390615
109276,-34.8868576218434
120567,-9.900625996235483
169520,82.38237930998093
84443,-32.44689890507422
139139,53.319310315855574
346145,77.10050610754845
75219,-9.745522704575002
244042,60.69373306477247
6992,-12.478594780603224
337741,-3.0783109625424743
20091,904.7059195566503
420761,66.5756670743464
101501,-29.407573075450895
408598,1005.848272525252
306979,19.046167115497582
50260,7.253656971166414
21088,-7.774712460123858
462951,25.156469843080714
196903,14.253277295025825
155361,222.27222312987402
51756,2.9783157839846908
192022,-10.160832535306184
384071,-35.57418832047234
173305,838.0633909594194
56449,-3.0369980657872446
172164,88.9751441946882
341063,30.13778408177413
431990,6.722290051345595
342757,123.07457594715908
335181,10.040761970535641
121613,-25.86260731048422
40216,86.01510442007208
116940,185.91194655821587
351719,-58.49055936602022
436421,7.446758412630857
173164,16.20918417629788
362350,-8.596266041232361
357892,337.0156928389704
335957,62.60280580010863
192010,-37.197508492500006
407412,22.624194486823228
19359,14.206790377416127
82078,81.2913771375172
375709,2239.811711617891
122137,14.993082960551519
244661,208.2864102474403
434900,228.6664864154884
54220,-27.921927323459037
425162,57.09924895999471
453118,46.943673488755124
373873,-1.578249169455951
238415,584.5520301626295
53501,176.45276090949494
67918,-3.4646710472004685
68982,-23.574967806832614
81980,36.03410557010447
332015,106.74127586778829
171470,-12.210344423970177
24209,0.3079907547743659
396455,191.73399975410084
236372,132.59155592108678
29062,265.1854202171431
248733,-10.704673404458326
43097,-23.51704156541199
401490,25.91518286364297
181282,3.487667797702983
285264,28.232410042003977
386230,30.234558735965678
262238,52.892889605796825
226323,-5.357111094427253
224589,73.06037591856477
61,-7.615481025253935
120331,14.482005021824861
59519,-26.74448491269899
263459,515.9416592060466
188774,790.5794203670241
157423,10.919397207185078
204323,745.1931322067917
94807,-6.284237136399774
130112,8.338105144989186
298030,274.0647510536034
361994,-6.194377889902519
242867,68.89409402726233
345301,-22.131022915370774
404296,-23.038554456476916
403325,-1.7675885440865073
78570,5.01025543817817
247119,80.84003905159963
433907,1329.6879319747422
51709,16.29141170007074
256743,7.319951316712206
132448,8.032740256300947
429148,23.078145567622798
384840,21.397943614224516
434864,241.11629225132515
317954,111.2540586403932
452061,18.98132317113678
85212,-0.7331341384950818
373284,34.30030985122768
284208,214.42347968476554
233976,45.4611878807422
105691,1399.0877323685168
375077,201.9044983054629
26720,28.37321607277744
70683,186.07941096274442
281194,10.954049322958667
390953,320.2791970133949
59608,548.387085605756
341707,4.536416839265698
403654,16.451173774566428
209246,103.92016361805301
295413,19.91385478606209
379392,539.5835124728205
261533,15.230019727683796
130134,36.38204940047255
137990,144.34101571481415
413320,60.06177810803359
468459,133.93418938949137
189150,-5.851459467800652
381154,-25.262129663312912
373043,22.516190243851497
231677,8614.062838545662
438093,52.57807299138976
443706,27.98358432143226
230906,20.052994449172445
138183,-31.603505119003756
78231,44.05511535510263
70795,-11.27248062626687
283674,1.4405873954112849
144543,-9.62368986955611
213929,2.3987289242205208
458437,1081.11312447045
