ID,Upvotes
366953,167.4210597738409
71864,257.8837771217878
141692,27.44556248906768
316833,18.685754434751843
440445,338.6901153109686
3514,-14.429169730407091
331420,-10.741801935273674
406540,148.06508287823232
227379,78.06474737201766
331687,-12.591801935273674
32784,-14.741801935273674
470377,58.033104177709234
338103,-14.391801935273673
29883,495.5194048707781
218228,87.8508670145496
70945,2131.829046738394
14328,16.90081407680655
259947,110.58020813517464
346378,581.0023071590856
384621,-14.341801935273674
425418,11.201395564798979
131224,107.21343829603427
365408,1.7938412168516438
218626,-7.291801935273673
331722,9.143841216851644
310969,-8.741801935273674
307391,342.8947524381491
14072,328.97031660148
238694,-10.791801935273673
213841,-9.941801935273674
165258,157.1407758720926
123606,-5.030309936435632
214062,126.49060130379681
279450,469.3236583265109
178546,18.358198064726324
358455,23.335754434751845
386308,-13.241801935273674
155592,-2.1629924350317378
200090,14.401395564798982
127308,-4.913384205756355
449766,141.19853152874435
223688,1292.820805947175
442443,-16.391801935273673
451259,447.03357780819124
87024,-14.191801935273674
207529,201.352111796359
196568,11.601395564798981
38258,592.5453997854297
387275,-16.341801935273672
86152,-8.891801935273673
302142,265.49752173121317
401268,522.3199644360903
307187,-15.891801935273673
252388,0.04384121685164377
844,-7.012992435031737
105707,33.19060130379681
230309,335.55523741428334
362573,94.1466347372905
173751,156.56508287823232
349049,-15.341801935273674
310466,-4.312992435031736
205786,182.4638729843365
208358,27.60152661911022
440214,35.135754434751846
41343,0.12860069453209277
427741,196.32105977384094
355001,161.64853152874434
137708,13.949639769834842
146326,487.67479851929596
220889,-5.200360230165156
205742,1548.4575757628504
28737,-2.421399305467908
292474,-15.141801935273673
349149,-10.241801935273674
46230,-17.891801935273673
303160,19.9406500462639
292638,308.7914583385723
210116,-23.802298715165573
55900,-8.041801935273673
91135,-12.891801935273673
452177,314.76333319570733
170628,-16.641801935273673
237099,62.926606073418164
166022,-1.6418019352736728
175687,7.5412328993986755
392847,-13.441801935273674
454964,-15.591801935273674
259259,40.45081407680655
289148,203.27449032593987
311134,16.635754434751846
62551,735.9025385577496
336258,-16.291801935273675
468049,47.24556248906768
22189,7.393841216851643
264888,88.49663473729049
451615,264.33618180340164
85004,3.943841216851644
375246,68.79459617654729
60204,-7.9418019352736735
126097,-11.891801935273673
182425,4528.42951173613
449937,91.32660607341816
442637,10747.39245963156
378184,13.301146826155799
357584,291.84007591248235
383054,25.385754434751846
299871,-15.334116533015097
152764,0.07860069453209206
22064,-3.706158783148356
416791,-5.891801935273673
440686,126.84077587209262
44537,-13.041801935273673
80203,-13.041801935273673
81726,8.687007564968264
440068,243.67903797636097
109276,13.693841216851645
120567,-15.291801935273673
169520,487.5117582737903
84443,-14.391801935273673
139139,12.033344436959744
346145,200.02711910140738
75219,-12.191801935273674
244042,119.79077587209262
6992,4.133254398545155
337741,-12.241801935273674
20091,772.0622019729243
420761,59.46377903102238
101501,-11.941801935273674
408598,878.3878855755879
306979,-14.091801935273674
50260,-5.771399305467908
21088,-6.771399305467908
